Image,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num Detections,Num ADM,Num Acinar,Num Ductal_Amy_overexpr,Num Immune,Num Langerhans,Num Non_malignant_duct,Num Stroma,Num Stroma_periductal,Area µm^2,Perimeter µm,Num Stroma_Amy_leakage
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),ab2ade9c-7d2b-4cde-9e3c-7bb0ab1b6e35,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1183,1415.4,60,,,0,0,0,1,0,0,9302.3,398.31,59
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),84e5251f-0e92-4a0c-94fb-d6e9433bc336,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1582.2,1537.8,12,,,0,0,0,0,0,0,1073,136.4,12
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),113eb1c3-bbce-4bc3-a587-74a9ad58834c,Stroma_Amy_leakage,Stroma_Amy_leakage,Image,Polygon,1401.4,1511.5,50,,,0,0,0,0,0,0,7891.2,414.8,50
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),b818dd3e-77c8-40cf-9d0f-dbf5c11825a1,Stroma,Stroma,Image,Polygon,1679.9,1346.7,45,,,0,0,0,0,45,0,6723,362.21,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),5124b709-3dc6-4055-897f-15349957062f,Stroma,Stroma,Image,Polygon,2094.9,1371.7,42,,,0,0,1,0,41,0,6114.3,380.46,0
PKR24_K19-amy_pd lobule C.nd2 - PKR24_K19-amy_pd lobule C.nd2 (series 1),4ab9585a-bd88-48a7-a94b-475a6f3bf2f2,Tumor,Tumor,Image,Geometry,2331.9,2584.9,0,,,0,0,0,0,0,0,534070.8,18207.3,0
PKR24_K19-amy_pd lobule D.nd2 - PKR24_K19-amy_pd lobule D.nd2 (series 1),5d7b3e16-4abc-4e78-b1bf-da773cb9d4bb,l_atrophy_tu,l_atrophy_tu,Image,Polygon,744.63,2416.1,2401,7,61,135,40,57,452,736,50,345891.5,3321.2,863
PKR24_K19-amy_pd lobule D.nd2 - PKR24_K19-amy_pd lobule D.nd2 (series 1),e54ed928-a1d8-4330-9f73-2b3bc0846a4e,l_atrophy,l_atrophy,Image,Geometry,1706.6,754.88,3926,36,34,35,78,92,345,1531,51,591787.8,4919.6,1724
PKR24_K19-amy_pd lobule D.nd2 - PKR24_K19-amy_pd lobule D.nd2 (series 1),cd44e218-3ec5-4e7f-bd54-d87e4c2c19f1,l_atrophy_tu,l_atrophy_tu,Image,Geometry,2055.6,1534.7,4804,51,162,238,91,62,982,1003,99,777763.4,4076.1,2116
PKR24_K19-amy_pd lobule D.nd2 - PKR24_K19-amy_pd lobule D.nd2 (series 1),6eae4da2-90db-4ef1-ac9f-aefb4c0ae8e9,l_atrophy_tu,l_atrophy_tu,Image,Polygon,2931.7,1004.1,7379,119,232,339,99,202,1104,2738,339,1159274.6,7135.4,2207
PKR24_K19-amy_pd lobule D.nd2 - PKR24_K19-amy_pd lobule D.nd2 (series 1),12265b46-880e-4b19-9846-470a604003aa,Tumor,Tumor,Image,Geometry,2135.2,2866,1209,9,81,451,10,0,377,18,24,1188669.5,39105.9,239
PKR24_K19-amy_pd lobule D.nd2 - PKR24_K19-amy_pd lobule D.nd2 (series 1),f3d04f0b-e2aa-4ab2-80f3-21720de5302e,l_atrophy_tu,l_atrophy_tu,Image,Polygon,1193.7,2472.2,18113,65,91,1229,300,1037,4683,8719,527,2546931.8,9124.1,1462
PKR24_K19-amy_wp lobule A.nd2 - PKR24_K19-amy_wp lobule A.nd2 (series 1),5e3782ec-457e-48e5-a017-340b8b5c0d2b,e_atrophy_tu,e_atrophy_tu,Image,Polygon,3119.7,1197.1,22503,127,6146,211,4837,1692,275,8948,267,3426089.4,7590.5,
PKR24_K19-amy_wp lobule A.nd2 - PKR24_K19-amy_wp lobule A.nd2 (series 1),6e2c1f2f-97cd-4398-b4ca-327f57fc3ae7,Preserved,Preserved,Image,Polygon,1100.7,1044.8,14755,141,6870,71,3531,567,121,3343,111,2349390.5,6822.5,
PKR24_K19-amy_wp lobule A.nd2 - PKR24_K19-amy_wp lobule A.nd2 (series 1),2b430d17-25c6-43c6-882c-53ca549c1f02,Preserved,Preserved,Image,Geometry,2468.7,272.53,6599,31,1888,66,3046,402,125,997,44,1013325.7,5724.4,
PKR24_K19-amy_wp lobule A.nd2 - PKR24_K19-amy_wp lobule A.nd2 (series 1),021c3be8-4e48-4276-9f2c-d5efa4ffaa06,Tumor,Tumor,Image,Geometry,3514,1311.6,0,0,0,0,0,0,0,0,0,73540.5,3031.4,
PKR24_K19-amy_wp lobule B.nd2 - PKR24_K19-amy_wp lobule B.nd2 (series 1),eebbf068-3d2a-44ab-8751-2d935d62de52,Preserved,Preserved,Image,Polygon,1264.1,1315.8,26828,443,7173,340,15646,659,397,2014,156,4035865.9,10709.7,
PKR24_K19-amy_wp lobule B.nd2 - PKR24_K19-amy_wp lobule B.nd2 (series 1),fee0023c-95d0-4c42-ba3e-c0ecc5109fde,Preserved,Preserved,Image,Polygon,3040.5,1816.1,10586,93,2715,77,5294,621,243,1485,58,1604196.7,5632.3,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),a2133f18-21e8-4577-b73f-2a733ab80920,Preserved,Preserved,Image,Polygon,1772.4,1738.3,9638,311,7721,282,170,514,230,285,125,1810429.5,5781.8,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),61770c7b-21a8-47cb-aba3-1d7a38a2b466,Preserved,Preserved,Image,Polygon,1633.5,2726,7778,177,5943,378,451,31,160,580,58,1480278.2,4977.5,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),2195c7de-e0fc-40c3-acbb-e8837067385d,Tumor,Tumor,Image,Geometry,2140.4,1032.8,0,0,0,0,0,0,0,0,0,100664,5284.2,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),1dcb542e-0285-4724-9d01-7b41ab1cc914,Preserved,Preserved,Image,Polygon,1680.4,926.08,4133,26,2413,100,960,271,45,63,255,769310.4,3441.5,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),c5f7d41d-77c5-463f-8bb2-3fd67bc8eb6c,Langerhans,Langerhans,Image,Polygon,2390.1,1754.5,74,0,0,0,0,74,0,0,0,16489.9,481.08,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),62f05f23-6c46-467d-ae62-16e49c78070c,Langerhans,Langerhans,Image,Polygon,1319.8,740.14,17,0,0,0,0,17,0,0,0,1790.5,159.24,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),0a0a3506-6f04-4446-855a-f1ee989f9c79,Langerhans,Langerhans,Image,Polygon,1839.3,706.18,29,0,0,0,0,29,0,0,0,4379.9,255.2,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),8a13f879-fdde-422f-b338-daa195e988c3,Stroma,Stroma,Image,Polygon,2350.6,2669.9,21,0,0,0,0,0,0,21,0,5608.9,406.69,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),1d7e0cb2-e698-4cc8-b211-c0d44ab2a506,Stroma,Stroma,Image,Polygon,2102.5,2916.6,13,0,0,0,0,0,0,13,0,2684,205.31,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),e9376c17-e5d6-447e-812f-1b345f28d8af,Stroma,Stroma,Image,Polygon,1143,1175,16,0,0,0,0,0,0,16,0,5001.1,397,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),afbc6c19-2b2b-43cc-8bd2-6d050532f42f,Stroma_periductal,Stroma_periductal,Image,Polygon,1450.3,478.66,40,0,0,0,0,0,0,0,40,7731.6,616.18,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),15ee180b-04e9-44f2-81f7-900de2bbaba3,Stroma_periductal,Stroma_periductal,Image,Polygon,1821.5,1123.8,6,0,0,0,0,0,0,0,6,805.79,111.38,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),c0c3be00-9305-4d46-a1de-8725c65b3f53,Stroma_periductal,Stroma_periductal,Image,Polygon,1837.3,3384.6,13,0,0,0,0,0,0,0,13,2239.6,270.38,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),9f0fcd90-78b9-432c-99fc-2ad96813611d,Immune,Immune,Image,Polygon,2014.5,795.4,63,0,0,0,63,0,0,0,0,6672.3,402.54,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),33d268c7-5395-4c2c-a2ba-1de78746ea5a,Immune,Immune,Image,Polygon,2155.4,889.62,37,0,0,0,37,0,0,0,0,4732,275.09,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),111258d7-cadc-44ab-9703-d42727f275d8,Immune,Immune,Image,Polygon,1781.7,540.71,13,0,0,0,13,0,0,0,0,1975.8,177.4,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),cca681e3-998c-4b08-89f4-89dbe6047f27,Immune,Immune,Image,Polygon,2108.2,2098.7,11,0,0,0,11,0,0,0,0,1420.2,137.58,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),196197cd-849c-41a0-89fa-22c00b076023,Immune,Immune,Image,Polygon,2285.2,2382.5,38,0,0,0,38,0,0,0,0,5725.4,315.94,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),d7fb1fca-03af-4cc8-869f-4d8ee03d58f5,Immune,Immune,Image,Polygon,2088.5,2467.7,9,0,0,0,9,0,0,0,0,1064.1,131.97,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),938befef-639e-43f3-a953-e5a00f28ce57,Immune,Immune,Image,Polygon,1811,3224.5,24,0,0,0,24,0,0,0,0,2682,234.42,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),97df9d4f-fcd6-46c7-b334-28a59796da44,Acinar,Acinar,Image,Polygon,1703.3,3071.5,7,0,7,0,0,0,0,0,0,1624.5,155.9,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),ca953db5-44cc-44be-87df-1dd44c9da51e,Acinar,Acinar,Image,Polygon,1619.9,3173.9,18,0,18,0,0,0,0,0,0,3284.8,209.04,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),bffcdcce-89d0-4c29-aec8-b3f3c5a72b4c,Acinar,Acinar,Image,Polygon,1576,2814.3,30,0,30,0,0,0,0,0,0,5878,299.21,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),3ccfe637-7d53-4a63-b506-a2cc0a304ef3,Acinar,Acinar,Image,Polygon,1354.8,2457.6,34,0,34,0,0,0,0,0,0,7004.7,311.23,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),33bfa724-581e-44a9-ad5d-196b319f8609,Acinar,Acinar,Image,Polygon,1762.1,1562.7,5,0,5,0,0,0,0,0,0,954.64,139.74,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),bf294f44-b2ab-4c2a-b9f3-aabc198d92d4,Acinar,Acinar,Image,Polygon,1714.6,1612.5,4,0,4,0,0,0,0,0,0,741.34,127.12,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),e7afb646-76a0-4f42-a804-47e79e7119ab,Acinar,Acinar,Image,Polygon,1622.1,1571.9,11,0,11,0,0,0,0,0,0,2043.3,207.85,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),6efbfe12-8ab6-4927-b2aa-41bd3d39dd38,Acinar,Acinar,Image,Polygon,1522.2,1518.7,51,0,51,0,0,0,0,0,0,11384.9,440.61,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),3a455f49-c23b-4554-89ce-5878f7c5e7cc,Acinar,Acinar,Image,Polygon,1588.8,652.8,34,0,34,0,0,0,0,0,0,6210.6,350.01,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),438ef234-1950-4dfa-b5bd-21ac3edd4acd,Acinar,Acinar,Image,Polygon,1176.8,868.13,17,0,17,0,0,0,0,0,0,2322.5,219.12,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),a140e38f-68e6-4749-a537-a2762131e7d1,Acinar,Acinar,Image,Polygon,965.14,1593.7,5,0,5,0,0,0,0,0,0,858.46,119.12,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),3a2d2ce2-0d38-466b-bdf1-08ce943dd036,Acinar,Acinar,Image,Polygon,1014.8,1571.3,4,0,4,0,0,0,0,0,0,759.27,105.58,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),4f13a9a2-0895-4d4e-a364-8a3d0e3b72d7,ADM,ADM,Image,Polygon,2724.5,1966.3,5,5,0,0,0,0,0,0,0,791.1,104.44,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),748f7c0f-e83a-4b12-ae95-7c11672ae9a2,ADM,ADM,Image,Polygon,2524.1,1481.6,4,4,0,0,0,0,0,0,0,367.46,75.84,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),59b967f7-6d50-4f94-9a60-832f95f202c9,ADM,ADM,Image,Polygon,2051.6,2155.1,3,3,0,0,0,0,0,0,0,267.7,60.71,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),2cc5a812-5d98-42c6-b7f8-ab13db6c9212,ADM,ADM,Image,Polygon,2098.7,2142.2,4,4,0,0,0,0,0,0,0,389.18,74.66,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),312797a5-6b7e-43dd-9c46-443cce195256,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1807.3,2732,7,0,0,7,0,0,0,0,0,979.38,119.41,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),2252193e-5117-4aa4-a575-d7377a83a43d,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1834.3,2751.8,6,0,0,6,0,0,0,0,0,671.97,99.74,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),7188d7e1-07a1-46ec-93d2-814eaa3eb8c8,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1894.6,1207.6,11,0,0,11,0,0,0,0,0,943.97,116.21,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),4e2dd706-99d0-4295-9986-d1d8e1ce61e6,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2083.2,2763.6,0,0,0,0,0,0,0,0,0,327.52,78.99,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),a497583d-8005-4c5e-8dff-74ca33e9af1f,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1931.6,3309.7,6,0,0,0,0,0,6,0,0,711.12,99.9,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),bf5f6f40-5f51-4630-aeab-8cc25cd58c5d,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2094.5,3281.7,4,0,0,0,0,0,4,0,0,446.82,90.3,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),2d2a0450-80a6-4002-90b5-0845ed67a0a7,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1765.4,2771.1,3,0,0,0,0,0,3,0,0,364.16,78.27,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),e3cba452-fed2-4183-90f9-94aa101833a2,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1029.1,1774.2,2,0,0,0,0,0,2,0,0,263.46,77.34,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),83b2c975-ffc7-437e-a713-802d17e1561a,Non_malignant_duct,Non_malignant_duct,Image,Polygon,900.56,1565.8,6,0,0,0,0,0,6,0,0,707.43,124.84,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),a0e4c885-8886-499c-bdd3-49842ff40da9,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1699.2,1444.6,4,0,0,0,0,0,4,0,0,402.7,83.11,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),07e58ffe-a04e-4c44-8328-e9e5176a372e,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1763.2,1459.4,5,0,0,0,0,0,5,0,0,597.29,103.13,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),d4d0123c-81ad-48be-afff-2a6b2e572b53,Non_malignant_duct,Non_malignant_duct,Image,Polygon,1548.9,863.93,5,0,0,0,0,0,5,0,0,441.35,81.52,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),2faeff2b-c0c5-430a-9b00-cdbb69a4a154,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,1548,2064.3,11,0,0,11,0,0,0,0,0,1164.3,154,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),3520a668-605b-45b2-8ad5-9706272c9c88,Non_malignant_duct,Non_malignant_duct,Image,Polygon,2047.5,2095,18,0,0,0,0,0,18,0,0,2118.6,203.15,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),23a10879-ba56-46b7-af90-2db90b4c2ca1,Acinar,Acinar,Image,Polygon,1741.6,3200.5,10,0,10,0,0,0,0,0,0,1926.6,170.86,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),e2ef6b07-e987-45a9-af8e-0264736d0134,Acinar,Acinar,Image,Polygon,2491.2,1871.4,12,0,12,0,0,0,0,0,0,1762.3,,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),5e61bdea-3508-420f-9f0c-82e6e7559dcf,Acinar,Acinar,Image,Polygon,2538.1,1960,17,0,17,0,0,0,0,0,0,3067.9,248.78,
PKR24_K19-amy_wp lobule C.nd2 - PKR24_K19-amy_wp lobule C.nd2 (series 1),21a179b6-619e-4473-ac17-277dea48f90f,Acinar,Acinar,Image,Polygon,2152.5,1919.6,26,0,26,0,0,0,0,0,0,4373.2,258.13,
PKR13_K19-amy_pd lobule A.nd2 - PKR13_K19-amy_pd lobule A.nd2 (series 1),9bd3a576-435d-45b8-bb9b-5ca58ebde81a,Tumor,Tumor,Image,Geometry,869.31,549.38,0,0,0,0,0,0,0,0,0,174607.3,9457.8,0
PKR13_K19-amy_pd lobule A.nd2 - PKR13_K19-amy_pd lobule A.nd2 (series 1),832253ff-f068-43ac-9b26-1635940eeca9,e_atrophy,e_atrophy,Image,Geometry,1156.7,731.89,5568,823,3002,824,64,73,73,27,539,749107.1,6424.3,143
PKR13_K19-amy_pd lobule B.nd2 - PKR13_K19-amy_pd lobule B.nd2 (series 1),bd577789-1105-4e81-94ea-7ea465980b84,l_atrophy_tu,l_atrophy_tu,Image,Polygon,820.57,1279.4,10358,763,483,219,765,71,1398,743,1674,1729321.2,5256.3,4242
PKR13_K19-amy_pd lobule B.nd2 - PKR13_K19-amy_pd lobule B.nd2 (series 1),cec9d44f-8fae-4838-9060-3b3e5201ea23,e_atrophy_tu,e_atrophy_tu,Image,Polygon,2115.8,999.33,10114,1440,519,890,657,520,1944,901,2210,1521691.6,4544.4,1033
PKR13_K19-amy_pd lobule B.nd2 - PKR13_K19-amy_pd lobule B.nd2 (series 1),d76d1e2e-b920-4691-afb5-d3bb230649a6,l_atrophy,l_atrophy,Image,Polygon,2895.8,1761.4,3290,338,18,206,202,102,1294,180,910,443084.6,2802.5,40
PKR13_K19-amy_pd lobule B.nd2 - PKR13_K19-amy_pd lobule B.nd2 (series 1),d3e895a1-f26c-47eb-a524-c8acb6577a4d,Tumor,Tumor,Image,Geometry,929.18,1219.7,0,0,0,0,0,0,0,0,0,696334.3,31506.5,0
PKR13_K19-amy_pd lobule C.nd2 - PKR13_K19-amy_pd lobule C.nd2 (series 1),42169441-3983-4791-ad7f-25ceab4cb4ec,l_atrophy_tu,l_atrophy_tu,Image,Polygon,2969.3,1221.8,7106,445,151,242,1319,416,1076,641,670,1164374.7,5359.9,2146
PKR13_K19-amy_pd lobule C.nd2 - PKR13_K19-amy_pd lobule C.nd2 (series 1),4851291d-9629-401d-9656-25ad390538e7,e_atrophy_tu,e_atrophy_tu,Image,Polygon,2017.1,1177.9,9532,884,1257,226,1251,292,1291,671,914,1479596.8,4819.4,2746
PKR13_K19-amy_pd lobule C.nd2 - PKR13_K19-amy_pd lobule C.nd2 (series 1),687e1d2f-dd0c-4bc3-8f72-41d3daa3ccf0,e_atrophy_tu,e_atrophy_tu,Image,Polygon,878.8,547.88,6801,899,915,178,596,153,1008,394,664,968572.3,3946.8,1994
PKR13_K19-amy_pd lobule C.nd2 - PKR13_K19-amy_pd lobule C.nd2 (series 1),b10c0b63-761a-44ee-a212-3ef4aa8e9647,Tumor,Tumor,Image,Geometry,2143.7,1201.2,0,0,0,0,0,0,0,0,0,847785.1,28790.5,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),a2bb24e9-a496-4006-a328-56484d0c504d,l_atrophy_tu,l_atrophy_tu,Image,Polygon,914.69,1213.2,4344,224,56,221,931,108,507,630,553,696394.7,3381.3,1114
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),96020b39-0e30-467f-a272-b51c1654a8ff,l_atrophy_tu,l_atrophy_tu,Image,Polygon,349.17,544.14,2966,267,71,54,457,82,567,651,312,421039.8,2639.3,505
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),b7096fae-9023-4aaa-a1de-0ffd80369ace,ADM,ADM,Image,Polygon,427.2,505.81,9,9,0,0,0,0,0,0,0,777.03,123.64,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),e3088dba-4f4f-4538-abe1-7cc22a178cd0,ADM,ADM,Image,Polygon,351.3,688.76,3,3,0,0,0,0,0,0,0,239.94,57.92,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),563ca91e-c7d8-468c-969e-81c69100113b,ADM,ADM,Image,Polygon,362.6,383,3,3,0,0,0,0,0,0,0,121.2,43.46,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),2cc914ea-0dec-4f2a-92b9-cb8cffb9618a,Acinar,Acinar,Image,Polygon,319.62,489.89,1,0,1,0,0,0,0,0,0,104.28,40.74,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),d5411da7-2005-4d6e-b2f6-2e6cbdb69114,Acinar,Acinar,Image,Polygon,279.65,497.88,2,0,2,0,0,0,0,0,0,223.52,58.46,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),9ead5242-1360-466b-a8f8-f09f6a8af11e,Acinar,Acinar,Image,Polygon,332.61,608.48,2,0,2,0,0,0,0,0,0,135.78,48.45,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),586e5632-3e4a-4b8f-bf29-c0bcfd110cbc,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,458.08,1012.5,1,0,0,1,0,0,0,0,0,403.2,95.76,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),a1cb212d-8191-4a9a-9a74-acdaf9574291,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,412.11,930.6,8,0,0,7,0,0,1,0,0,642.7,95,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),f80e0b16-612b-4cbe-bdb2-34f98069e480,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,142.15,396.04,3,0,0,3,0,0,0,0,0,113.21,52.09,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),241bfbbd-e24d-47ab-9cde-8db06f24e04f,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,313.61,471.52,2,0,0,2,0,0,0,0,0,226.54,60.18,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),ee405220-ce4b-4249-bfca-d7ca7aaf4a9e,Ductal_Amy_overexpr,Ductal_Amy_overexpr,Image,Polygon,112.03,353.94,2,0,0,2,0,0,0,0,0,294.01,74.79,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),74cf1b9b-be28-4d84-8e0d-e744e88ce3a9,Non_malignant_duct,Non_malignant_duct,Image,Polygon,355.75,258.81,4,0,0,0,0,0,4,0,0,374.83,79.55,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),8012fd59-98dd-450f-910e-a10d56a36373,Non_malignant_duct,Non_malignant_duct,Image,Polygon,429.78,284.92,4,0,0,0,0,0,4,0,0,368.13,75.94,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),619bebe3-0c4b-4b17-baba-271c21c3b4b8,Non_malignant_duct,Non_malignant_duct,Image,Polygon,268.44,553.04,4,0,0,0,0,0,4,0,0,274.07,66.33,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),5abd843b-7ad2-4cd6-8f8b-5d75fb776140,Non_malignant_duct,Non_malignant_duct,Image,Polygon,224.01,564.61,3,0,0,0,0,0,3,0,0,180.57,51.71,0
PKR13_K19-amy_pd lobule D.nd2 - PKR13_K19-amy_pd lobule D.nd2 (series 1),e4de2ef8-ef08-411d-bcd1-2189039523b3,Non_malignant_duct,Non_malignant_duct,Image,Polygon,206.84,582.86,6,0,0,0,0,0,6,0,0,846.95,134.74,0
